,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,aporta,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,aporta,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria
,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E
fecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-01,,,,,,,,,,,,,,,,,,,9154.04,9593.08,,9764.49,9180.7,17387.35,,9455.48,8760.39,8750.85,,,,,,,,,,,,,,,,,,,
2000-01-02,,,,,,,,,,,,,,,,,,,9154.04,9593.08,,9764.49,9180.7,17387.35,,9455.48,8760.39,8750.85,,,,,,,,,,,,,,,,,,,
2000-01-03,,,,,,,,,,,,,,,,,,,9178.66,9619.47,,9789.0,9203.47,17430.83,,9477.92,8780.84,8772.88,,,,,,,,,,,,,,,,,,,
2000-01-04,,,,,,,,,,,,,,,,,,,9199.81,9639.89,,9812.33,9227.31,17470.81,,9496.76,8797.23,8791.28,,,,,,,,,,,,,,,,,,,
2000-01-05,,,,,,,,,,,,,,,,,,,9218.7,9658.04,,9832.61,9246.37,17492.24,,9512.46,8814.38,8809.16,,,,,,,,,,,,,,,,,,,
2000-01-06,,,,,,,,,,,,,,,,,,,9228.25,9662.97,,9843.94,9259.22,17506.99,,9521.53,8822.85,8813.94,,,,,,,,,,,,,,,,,,,
2000-01-07,,,,,,,,,,,,,,,,,,,9206.1,9628.73,,9805.46,9221.67,17449.86,,9493.57,8793.89,8785.14,,,,,,,,,,,,,,,,,,,
2000-01-08,,,,,,,,,,,,,,,,,,,9206.1,9628.73,,9805.46,9221.67,17449.86,,9493.57,8793.89,8785.14,,,,,,,,,,,,,,,,,,,
2000-01-09,,,,,,,,,,,,,,,,,,,9206.1,9628.73,,9805.46,9221.67,17449.86,,9493.57,8793.89,8785.14,,,,,,,,,,,,,,,,,,,
2000-01-10,,,,,,,,,,,,,,,,,,,9197.9,9612.7,,9793.08,9208.18,17433.43,,9481.45,8784.64,8771.39,,,,,,,,,,,,,,,,,,,
2000-01-11,,,,,,,,,,,,,,,,,,,9189.54,9607.78,,9786.24,9196.8,17420.36,,9470.29,8777.25,8766.94,,,,,,,,,,,,,,,,,,,
2000-01-12,,,,,,,,,,,,,,,,,,,9191.53,9621.55,,9806.32,9212.21,17455.55,,9482.43,8788.89,8778.08,,,,,,,,,,,,,,,,,,,
2000-01-13,,,,,,,,,,,,,,,,,,,9214.91,9649.6,,9830.65,9240.47,17504.17,,9511.47,8810.83,8804.3,,,,,,,,,,,,,,,,,,,
2000-01-14,,,,,,,,,,,,,,,,,,,9226.71,9644.92,,9827.89,9244.86,17511.79,,9511.1,8809.22,8803.78,,,,,,,,,,,,,,,,,,,
2000-01-15,,,,,,,,,,,,,,,,,,,9226.71,9644.92,,9827.89,9244.86,17511.79,,9511.1,8809.22,8803.78,,,,,,,,,,,,,,,,,,,
2000-01-16,,,,,,,,,,,,,,,,,,,9226.71,9644.92,,9827.89,9244.86,17511.79,,9511.1,8809.22,8803.78,,,,,,,,,,,,,,,,,,,
2000-01-17,,,,,,,,,,,,,,,,,,,9253.59,9690.45,,9866.6,9273.51,17555.5,,9533.61,8835.68,8834.78,,,,,,,,,,,,,,,,,,,
2000-01-18,,,,,,,,,,,,,,,,,,,9265.03,9703.26,,9888.46,9285.92,17577.11,,9548.47,8847.97,8848.33,,,,,,,,,,,,,,,,,,,
2000-01-19,,,,,,,,,,,,,,,,,,,9287.42,9722.28,,9902.82,9306.75,17615.96,,9566.49,8861.25,8865.11,,,,,,,,,,,,,,,,,,,
2000-01-20,,,,,,,,,,,,,,,,,,,9316.98,9744.35,,9928.69,9329.55,17643.82,,9583.01,8880.07,8884.69,,,,,,,,,,,,,,,,,,,
2000-01-21,,,,,,,,,,,,,,,,,,,9329.94,9748.31,,9934.82,9333.54,17659.4,,9588.05,8884.06,8888.78,,,,,,,,,,,,,,,,,,,
2000-01-22,,,,,,,,,,,,,,,,,,,9329.94,9748.31,,9934.82,9333.54,17659.4,,9588.05,8884.06,8888.78,,,,,,,,,,,,,,,,,,,
2000-01-23,,,,,,,,,,,,,,,,,,,9329.94,9748.31,,9934.82,9333.54,17659.4,,9588.05,8884.06,8888.78,,,,,,,,,,,,,,,,,,,
2000-01-24,,,,,,,,,,,,,,,,,,,9347.32,9762.94,,9950.83,9346.86,17694.24,,9604.07,8896.14,8903.86,,,,,,,,,,,,,,,,,,,
2000-01-25,,,,,,,,,,,,,,,,,,,9346.85,9762.29,,9944.48,9348.33,17697.46,,9604.48,8893.02,8902.39,,,,,,,,,,,,,,,,,,,
2000-01-26,,,,,,,,,,,,,,,,,,,9353.58,9769.43,,9949.71,9356.04,17713.61,,9612.27,8897.66,8910.08,,,,,,,,,,,,,,,,,,,
2000-01-27,,,,,,,,,,,,,,,,,,,9358.09,9773.52,,9951.51,9361.26,17719.54,,9614.78,8898.84,8913.91,,,,,,,,,,,,,,,,,,,
2000-01-28,,,,,,,,,,,,,,,,,,,9369.74,9785.58,,9963.82,9370.16,17747.45,,9627.34,8909.79,8926.0,,,,,,,,,,,,,,,,,,,
2000-01-29,,,,,,,,,,,,,,,,,,,9369.74,9785.58,,9963.82,9370.16,17747.45,,9627.34,8909.79,8926.0,,,,,,,,,,,,,,,,,,,
2000-01-30,,,,,,,,,,,,,,,,,,,9369.74,9785.58,,9963.82,9370.16,17747.45,,9627.34,8909.79,8926.0,,,,,,,,,,,,,,,,,,,
2000-01-31,,,,,,,,,,,,,,,,,,,9377.23,9797.57,,9972.04,9381.07,17761.45,,9638.4,8920.12,8935.92,,,,,,,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,,,,9381.91,9801.62,,9973.7,9387.71,17771.01,,9641.99,8925.0,8937.62,,,,,,,,,,,,,,,,,,,
2000-02-02,,,,,,,,,,,,,,,,,,,9351.52,9777.0,,9947.11,9365.84,17724.25,,9619.02,8903.77,8917.67,,,,,,,,,,,,,,,,,,,
2000-02-03,,,,,,,,,,,,,,,,,,,9337.15,9762.41,,9937.28,9348.87,17700.35,,9603.22,8891.16,8905.44,,,,,,,,,,,,,,,,,,,
2000-02-04,,,,,,,,,,,,,,,,,,,9338.52,9764.58,,9939.76,9350.47,17713.33,,9607.38,8896.64,8908.72,,,,,,,,,,,,,,,,,,,
2000-02-05,,,,,,,,,,,,,,,,,,,9338.52,9764.58,,9939.76,9350.47,17713.33,,9607.38,8896.64,8908.72,,,,,,,,,,,,,,,,,,,
2000-02-06,,,,,,,,,,,,,,,,,,,9338.52,9764.58,,9939.76,9350.47,17713.33,,9607.38,8896.64,8908.72,,,,,,,,,,,,,,,,,,,
2000-02-07,,,,,,,,,,,,,,,,,,,9354.91,9780.83,,9955.72,9366.09,17724.18,,9622.36,8909.55,8923.77,,,,,,,,,,,,,,,,,,,
2000-02-08,,,,,,,,,,,,,,,,,,,9360.1,9788.99,,9970.68,9377.36,17740.22,,9630.4,8918.33,8931.46,,,,,,,,,,,,,,,,,,,
2000-02-09,,,,,,,,,,,,,,,,,,,9391.32,9823.36,,9999.41,9411.23,17794.47,,9662.3,8944.1,8960.92,,,,,,,,,,,,,,,,,,,
2000-02-10,,,,,,,,,,,,,,,,,,,9412.01,9842.58,,10020.73,9428.58,17830.83,,9681.07,8962.23,8977.36,,,,,,,,,,,,,,,,,,,
2000-02-11,,,,,,,,,,,,,,,,,,,9437.79,9869.75,,10045.95,9460.67,17886.3,,9706.87,8985.16,9001.91,,,,,,,,,,,,,,,,,,,
2000-02-12,,,,,,,,,,,,,,,,,,,9437.79,9869.75,,10045.95,9460.67,17886.3,,9706.87,8985.16,9001.91,,,,,,,,,,,,,,,,,,,
2000-02-13,,,,,,,,,,,,,,,,,,,9437.79,9869.75,,10045.95,9460.67,17886.3,,9706.87,8985.16,9001.91,,,,,,,,,,,,,,,,,,,
2000-02-14,,,,,,,,,,,,,,,,,,,9447.78,9881.21,,10055.21,9470.15,17905.88,,9716.69,8991.14,9010.66,,,,,,,,,,,,,,,,,,,
2000-02-15,,,,,,,,,,,,,,,,,,,9455.89,9889.59,,10062.55,9479.28,17917.39,,9723.43,8995.48,9018.95,,,,,,,,,,,,,,,,,,,
2000-02-16,,,,,,,,,,,,,,,,,,,9462.17,9895.71,,10063.88,9484.25,17927.32,,9727.13,8998.34,9020.84,,,,,,,,,,,,,,,,,,,
2000-02-17,,,,,,,,,,,,,,,,,,,9454.03,9885.3,,10053.4,9477.03,17919.46,,9717.46,8989.0,9010.99,,,,,,,,,,,,,,,,,,,
2000-02-18,,,,,,,,,,,,,,,,,,,9440.47,9873.73,,10038.55,9460.52,17901.88,,9703.31,8977.62,9000.3,,,,,,,,,,,,,,,,,,,
2000-02-19,,,,,,,,,,,,,,,,,,,9440.47,9873.73,,10038.55,9460.52,17901.88,,9703.31,8977.62,9000.3,,,,,,,,,,,,,,,,,,,
2000-02-20,,,,,,,,,,,,,,,,,,,9440.47,9873.73,,10038.55,9460.52,17901.88,,9703.31,8977.62,9000.3,,,,,,,,,,,,,,,,,,,
2000-02-21,,,,,,,,,,,,,,,,,,,9443.52,9879.27,,10045.21,9465.41,17914.11,,9708.25,8985.56,9005.81,,,,,,,,,,,,,,,,,,,
2000-02-22,,,,,,,,,,,,,,,,,,,9436.89,9873.0,,10037.14,9459.95,17908.6,,9703.26,8979.41,8999.61,,,,,,,,,,,,,,,,,,,
2000-02-23,,,,,,,,,,,,,,,,,,,9410.86,9851.14,,10011.95,9435.42,17872.09,,9678.65,8960.44,8977.2,,,,,,,,,,,,,,,,,,,
2000-02-24,,,,,,,,,,,,,,,,,,,9378.68,9816.37,,9979.61,9406.74,17807.08,,9645.46,8932.59,8948.27,,,,,,,,,,,,,,,,,,,
2000-02-25,,,,,,,,,,,,,,,,,,,9361.75,9795.69,,9960.95,9386.0,17772.01,,9627.58,8915.48,8930.14,,,,,,,,,,,,,,,,,,,
2000-02-26,,,,,,,,,,,,,,,,,,,9361.75,9795.69,,9960.95,9386.0,17772.01,,9627.58,8915.48,8930.14,,,,,,,,,,,,,,,,,,,
2000-02-27,,,,,,,,,,,,,,,,,,,9361.75,9795.69,,9960.95,9386.0,17772.01,,9627.58,8915.48,8930.14,,,,,,,,,,,,,,,,,,,
2000-02-28,,,,,,,,,,,,,,,,,,,9364.01,9800.58,,9965.11,9390.6,17767.59,,9632.44,8920.2,8933.4,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,9352.85,9796.72,,9953.54,9384.11,17744.37,,9623.83,8913.4,8928.01,,,,,,,,,,,,,,,,,,,
2000-03-01,,,,,,,,,,,,,,,,,,,9333.71,9773.42,,9928.12,9361.73,17701.85,,9601.18,8893.0,8909.5,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-02,,,,,,,,,,,,,,,,,,,9336.03,9779.07,,9934.3,9362.0,17701.91,,9604.11,8897.29,8913.82,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-03,,,,,,,,,,,,,,,,,,,9332.81,9781.27,,9934.82,9363.81,17706.43,,9609.56,8900.08,8918.18,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-04,,,,,,,,,,,,,,,,,,,9332.81,9781.27,,9934.82,9363.81,17706.43,,9609.56,8900.08,8918.18,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-05,,,,,,,,,,,,,,,,,,,9332.81,9781.27,,9934.82,9363.81,17706.43,,9609.56,8900.08,8918.18,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-06,,,,,,,,,,,,,,,,,,,9344.97,9800.73,,9949.8,9381.8,17719.43,,9624.33,8907.1,8931.81,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-07,,,,,,,,,,,,,,,,,,,9358.15,9812.93,,9969.85,9397.55,17735.52,,9640.71,8917.46,8945.17,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-08,,,,,,,,,,,,,,,,,,,9369.14,9827.16,,9985.24,9415.73,17764.02,,9659.61,8931.67,8960.71,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-09,,,,,,,,,,,,,,,,,,,9377.71,9827.41,,9989.2,9413.48,17753.32,,9653.59,8924.15,8956.22,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-10,,,,,,,,,,,,,,,,,,,9382.07,9834.48,,9992.66,9417.23,17754.01,,9657.85,8930.87,8959.17,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-11,,,,,,,,,,,,,,,,,,,9382.07,9834.48,,9992.66,9417.23,17754.01,,9657.85,8930.87,8959.17,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-12,,,,,,,,,,,,,,,,,,,9382.07,9834.48,,9992.66,9417.23,17754.01,,9657.85,8930.87,8959.17,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-13,,,,,,,,,,,,,,,,,,,9399.75,9855.8,,10013.98,9434.96,17794.45,,9676.75,8948.72,8977.83,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-14,,,,,,,,,,,,,,,,,,,9409.03,9861.82,,10021.01,9442.07,17814.82,,9688.09,8954.29,8985.62,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-15,,,,,,,,,,,,,,,,,,,9387.35,9831.24,,9997.41,9419.99,17771.78,,9658.25,8930.71,8957.67,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-16,,,,,,,,,,,,,,,,,,,9396.51,9835.01,,10000.56,9418.58,17777.56,,9661.06,8937.16,8960.73,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-17,,,,,,,,,,,,,,,,,,,9389.76,9830.59,,9997.36,9415.47,17768.29,,9656.03,8938.15,8955.64,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-18,,,,,,,,,,,,,,,,,,,9389.76,9830.59,,9997.36,9415.47,17768.29,,9656.03,8938.15,8955.64,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-19,,,,,,,,,,,,,,,,,,,9389.76,9830.59,,9997.36,9415.47,17768.29,,9656.03,8938.15,8955.64,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-20,,,,,,,,,,,,,,,,,,,9395.96,9844.2,,10009.83,9427.16,17787.85,,9668.86,8956.43,8971.66,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-21,,,,,,,,,,,,,,,,,,,9404.57,9855.76,,10021.52,9436.46,17812.85,,9684.37,8965.88,8984.3,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-22,,,,,,,,,,,,,,,,,,,9408.32,9859.02,,10020.93,9443.19,17826.04,,9690.3,8969.04,8987.24,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-23,,,,,,,,,,,,,,,,,,,9405.97,9857.75,,10023.69,9446.85,17818.02,,9691.14,8972.17,8988.95,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-24,,,,,,,,,,,,,,,,,,,9411.52,9857.85,,10030.57,9448.62,17826.79,,9698.67,8971.08,8991.99,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-25,,,,,,,,,,,,,,,,,,,9411.52,9857.85,,10030.57,9448.62,17826.79,,9698.67,8971.08,8991.99,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-26,,,,,,,,,,,,,,,,,,,9411.52,9857.85,,10030.57,9448.62,17826.79,,9698.67,8971.08,8991.99,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-27,,,,,,,,,,,,,,,,,,,9415.73,9862.13,,10037.28,9454.73,17841.74,,9705.5,8978.98,8996.38,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-28,,,,,,,,,,,,,,,,,,,9419.61,9867.65,,10045.71,9458.44,17846.35,,9713.91,8984.73,9002.6,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-29,,,,,,,,,,,,,,,,,,,9436.38,9881.12,,10057.94,9472.53,17866.73,,9728.88,8996.82,9015.6,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-30,,,,,,,,,,,,,,,,,,,9439.51,9878.77,,10057.0,9475.2,17870.94,,9730.63,8997.07,9014.95,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-03-31,,,,,,,,,,,,,,,,,,,9450.39,9908.44,,10077.31,9500.92,17899.92,,9747.9,9016.42,9033.92,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-01,,,,,,,,,,,,,,,,,,,9450.39,9908.44,,10077.31,9500.92,17899.92,,9747.9,9016.42,9033.92,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-02,,,,,,,,,,,,,,,,,,,9450.39,9908.44,,10077.31,9500.92,17899.92,,9747.9,9016.42,9033.92,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-03,,,,,,,,,,,,,,,,,,,9454.29,9901.34,,10075.06,9492.75,17910.91,,9738.34,9015.54,9026.07,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-04,,,,,,,,,,,,,,,,,,,9446.93,9899.19,,10071.6,9482.66,17891.1,,9737.09,9012.46,9023.62,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-05,,,,,,,,,,,,,,,,,,,9445.43,9889.95,,10064.14,9476.71,17866.19,,9727.73,9008.71,9015.23,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-06,,,,,,,,,,,,,,,,,,,9430.57,9877.98,,10056.5,9456.95,17825.87,,9712.86,8999.44,9002.49,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-07,,,,,,,,,,,,,,,,,,,9416.55,9863.73,,10041.12,9442.39,17792.63,,9696.11,8983.84,8988.56,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-08,,,,,,,,,,,,,,,,,,,9416.55,9863.73,,10041.12,9442.39,17792.63,,9696.11,8983.84,8988.56,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-09,,,,,,,,,,,,,,,,,,,9416.55,9863.73,,10041.12,9442.39,17792.63,,9696.11,8983.84,8988.56,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-10,,,,,,,,,,,,,,,,,,,9433.06,9879.98,,10055.45,9455.47,17818.23,,9713.54,8997.26,9006.43,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-11,,,,,,,,,,,,,,,,,,,9440.2,9898.11,,10070.08,9474.6,17853.23,,9731.72,9010.67,9022.77,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-12,,,,,,,,,,,,,,,,,,,9451.6,9907.04,,10077.9,9489.44,17864.63,,9744.38,9022.79,9033.38,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-13,,,,,,,,,,,,,,,,,,,9435.67,9885.41,,10059.5,9469.73,17822.18,,9722.83,9008.54,9013.5,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-14,,,,,,,,,,,,,,,,,,,9426.55,9869.48,,10048.84,9450.26,17788.51,,9710.24,8999.97,8999.68,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-15,,,,,,,,,,,,,,,,,,,9426.55,9869.48,,10048.84,9450.26,17788.51,,9710.24,8999.97,8999.68,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-16,,,,,,,,,,,,,,,,,,,9426.55,9869.48,,10048.84,9450.26,17788.51,,9710.24,8999.97,8999.68,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-17,,,,,,,,,,,,,,,,,,,9436.87,9868.33,,10053.39,9447.17,17776.1,,9709.19,9004.29,8997.2,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-18,,,,,,,,,,,,,,,,,,,9431.55,9854.08,,10047.36,9437.75,17725.78,,9695.98,8994.73,8983.5,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-19,,,,,,,,,,,,,,,,,,,9383.85,9799.34,,9997.1,9384.39,17624.6,,9641.48,8951.38,8937.59,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-20,,,,,,,,,,,,,,,,,,,9371.05,9790.2,,9987.43,9372.95,17614.5,,9634.81,8945.74,8931.81,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-21,,,,,,,,,,,,,,,,,,,9371.05,9790.2,,9987.43,9372.95,17614.5,,9634.81,8945.74,8931.81,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-22,,,,,,,,,,,,,,,,,,,9371.05,9790.2,,9987.43,9372.95,17614.5,,9634.81,8945.74,8931.81,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-23,,,,,,,,,,,,,,,,,,,9371.05,9790.2,,9987.43,9372.95,17614.5,,9634.81,8945.74,8931.81,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-24,,,,,,,,,,,,,,,,,,,9395.38,9811.45,,10010.05,9394.52,17650.7,,9656.95,8965.1,8952.17,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-25,,,,,,,,,,,,,,,,,,,9397.62,9817.88,,10012.21,9394.08,17662.4,,9659.62,8968.28,8953.93,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-26,,,,,,,,,,,,,,,,,,,9380.07,9802.17,,10000.5,9384.92,17633.45,,9649.98,8957.34,8942.82,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-27,,,,,,,,,,,,,,,,,,,9385.01,9809.33,,10007.78,9388.77,17648.63,,9654.77,8964.48,8949.14,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-28,,,,,,,,,,,,,,,,,,,9388.42,9811.36,,10014.73,9397.08,17663.91,,9665.27,8965.7,8953.79,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-29,,,,,,,,,,,,,,,,,,,9388.42,9811.36,,10014.73,9397.08,17663.91,,9665.27,8965.7,8953.79,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-04-30,,,,,,,,,,,,,,,,,,,9388.42,9811.36,,10014.73,9397.08,17663.91,,9665.27,8965.7,8953.79,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-01,,,,,,,,,,,,,,,,,,,9388.42,9811.36,,10014.73,9397.08,17663.91,,9665.27,8965.7,8953.79,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-02,,,,,,,,,,,,,,,,,,,9404.71,9827.61,,10036.57,9420.2,17689.23,,9682.3,8980.39,8971.34,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-03,,,,,,,,,,,,,,,,,,,9410.69,9831.3,,10035.96,9421.26,17692.78,,9686.42,8983.61,8973.98,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-04,,,,,,,,,,,,,,,,,,,9410.61,9837.14,,10039.61,9426.43,17709.94,,9694.16,8989.72,8978.33,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-05,,,,,,,,,,,,,,,,,,,9409.65,9840.49,,10043.41,9426.59,17712.72,,9696.95,8991.36,8979.48,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-06,,,,,,,,,,,,,,,,,,,9409.65,9840.49,,10043.41,9426.59,17712.72,,9696.95,8991.36,8979.48,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-07,,,,,,,,,,,,,,,,,,,9409.65,9840.49,,10043.41,9426.59,17712.72,,9696.95,8991.36,8979.48,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-08,,,,,,,,,,,,,,,,,,,9426.49,9854.3,,10060.66,9441.83,17734.33,,9709.23,9003.96,8992.73,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-09,,,,,,,,,,,,,,,,,,,9429.81,9858.62,,10061.23,9441.33,17726.98,,9709.71,9007.81,8995.44,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-10,,,,,,,,,,,,,,,,,,,9427.9,9851.28,,10051.81,9431.03,17711.76,,9698.43,9000.37,8986.59,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
2000-05-11,,,,,,,,,,,,,,,,,,,9422.98,9845.13,,10044.44,9423.6,17693.36,,9689.23,8994.83,8979.46,,,,,,,,,,10000.0,10000.0,,10000.0,9000.0,17700.0,,10000.0,10000.0,10000.0
