,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,aporta,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria,aporta,bansander,capital,cuprum,habitat,magister,modelo,planvital,provida,santamaria
,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E
fecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-26,,25874.72,26573.91,26804.99,,26303.74,25194.99,27034.64,,,23352.83,23807.3,23787.18,,22929.32,23410.23,23203.09,,,,23260.48,26622.8,25630.43,,25654.57,47509.51,23140.79,,,19683.56,20353.74,20184.85,,19605.91,19178.65,19312.11,,,,23674.71,25087.7,22205.54,,25245.46,39861.71,23001.17,
2010-12-27,,25887.22,26590.89,26815.11,,26329.93,25230.17,27043.97,,,23369.94,23822.42,23801.94,,22950.61,23429.78,23214.97,,,,23273.44,26643.98,25640.73,,25675.99,47546.03,23153.96,,,19691.27,20365.46,20192.92,,19613.9,19192.04,19322.21,,,,23684.22,25100.29,22206.92,,25270.26,39881.84,23008.77,
2010-12-28,,25882.62,26596.01,26818.31,,26333.1,25226.09,27036.26,,,23363.49,23822.09,23797.44,,22954.32,23423.27,23206.55,,,,23266.51,26640.6,25631.52,,25671.77,47538.17,23143.9,,,19694.39,20376.53,20193.15,,19617.29,19199.87,19325.65,,,,23690.29,25109.32,22212.17,,25266.14,39899.38,23015.18,
2010-12-29,,25826.52,26539.73,26751.39,,26262.88,25173.7,26987.8,,,23318.83,23782.82,23756.45,,22898.93,23380.23,23171.8,,,,23235.09,26604.89,25609.71,,25637.4,47464.93,23121.33,,,19680.33,20359.02,20176.05,,19604.98,19179.62,19315.67,,,,23681.52,25111.54,22218.22,,25263.18,39890.71,23023.55,
2010-12-30,,25962.12,26639.29,26900.75,,26412.62,25306.18,27129.07,,,23418.29,23873.88,23862.54,,23003.51,23478.21,23276.93,,,,23306.83,26675.68,25689.18,,25728.46,47591.56,23192.96,,,19713.06,20398.22,20215.66,,19639.75,19207.78,19353.01,,,,23673.33,25121.57,22225.4,,25268.23,39885.43,23028.52,
2010-12-31,,26079.48,26765.54,27023.61,,26505.99,25426.52,27265.32,,,23492.72,23954.13,23945.33,,23071.76,23560.95,23363.4,,,,23355.17,26745.24,25749.83,,25763.85,47717.31,23256.65,,,19740.1,20431.98,20246.52,,19672.27,19237.89,19384.79,,,,23661.17,25145.0,22238.27,,25292.6,39905.31,23045.91,
2011-01-01,,26079.48,26765.54,27023.61,,26505.99,25426.52,27265.32,,,23492.72,23954.13,23945.33,,23071.76,23560.95,23363.4,,,,23355.17,26745.24,25749.83,,25763.85,47717.31,23256.65,,,19740.1,20431.98,20246.52,,19672.27,19237.89,19384.79,,,,23661.17,25145.0,22238.27,,25292.6,39905.31,23045.91,
2011-01-02,,26079.48,26765.54,27023.61,,26505.99,25426.52,27265.32,,,23492.72,23954.13,23945.33,,23071.76,23560.95,23363.4,,,,23355.17,26745.24,25749.83,,25763.85,47717.31,23256.65,,,19740.1,20431.98,20246.52,,19672.27,19237.89,19384.79,,,,23661.17,25145.0,22238.27,,25292.6,39905.31,23045.91,
2011-01-03,,26122.01,26809.59,27059.61,,26576.87,25486.71,27313.72,,,23523.95,23989.29,23975.78,,23113.51,23602.13,23395.16,,,,23377.04,26771.3,25772.76,,25792.33,47780.25,23282.22,,,19756.32,20451.61,20260.04,,19692.49,19255.88,19403.8,,,,23667.41,25153.43,22244.46,,25298.49,39920.26,23052.58,
2011-01-04,,26261.8,26929.54,27205.54,,26712.51,25649.48,27467.17,,,23623.79,24087.16,24062.85,,23209.19,23707.77,23498.37,,,,23448.53,26856.25,25839.36,,25880.24,47931.63,23351.46,,,19787.72,20482.72,20285.31,,19737.21,19287.46,19435.0,,,,23706.81,25163.01,22251.01,,25360.46,39913.83,23054.08,
2011-01-05,,26917.81,27654.14,27846.48,,27410.62,26276.34,28148.5,,,24059.54,24546.15,24492.03,,23690.92,24125.09,23927.65,,,,23739.34,27196.69,26088.86,,26123.27,48537.24,23644.72,,,19947.22,20630.32,20362.34,,19718.43,19454.8,19571.24,,,,23582.59,24976.21,22002.93,,25284.25,39772.85,22923.16,
2011-01-06,,27087.47,27857.67,28008.42,,27594.25,26435.52,28327.91,,,24159.6,24668.87,24587.48,,23799.73,24225.62,24034.52,,,,23795.19,27282.02,26136.91,,26187.68,48671.25,23708.97,,,19975.91,20663.11,20349.04,,19760.25,19496.29,19599.76,,,,23545.52,24911.62,21918.8,,25247.84,39717.09,22851.22,
2011-01-07,,27073.67,27853.66,27969.89,,27554.24,26370.02,28305.78,,,24148.52,24665.22,24570.44,,23769.88,24194.18,24022.35,,,,23785.25,27265.71,26132.65,,26183.36,48622.17,23696.4,,,19964.51,20650.25,20348.18,,19757.0,19481.46,19591.11,,,,23528.18,24903.53,21917.75,,25253.02,39664.94,22837.37,
2011-01-08,,27073.67,27853.66,27969.89,,27554.24,26370.02,28305.78,,,24148.52,24665.22,24570.44,,23769.88,24194.18,24022.35,,,,23785.25,27265.71,26132.65,,26183.36,48622.17,23696.4,,,19964.51,20650.25,20348.18,,19757.0,19481.46,19591.11,,,,23528.18,24903.53,21917.75,,25253.02,39664.94,22837.37,
2011-01-09,,27073.67,27853.66,27969.89,,27554.24,26370.02,28305.78,,,24148.52,24665.22,24570.44,,23769.88,24194.18,24022.35,,,,23785.25,27265.71,26132.65,,26183.36,48622.17,23696.4,,,19964.51,20650.25,20348.18,,19757.0,19481.46,19591.11,,,,23528.18,24903.53,21917.75,,25253.02,39664.94,22837.37,
2011-01-10,,26956.78,27732.42,27863.25,,27419.85,26255.66,28192.52,,,24083.4,24591.57,24507.92,,23675.5,24112.85,23950.37,,,,23738.43,27213.85,26088.91,,26122.71,48519.02,23650.58,,,19951.66,20642.16,20345.67,,19740.52,19473.85,19584.44,,,,23516.59,24918.06,21921.94,,25249.61,39679.75,22845.16,
2011-01-11,,26796.09,27565.1,27703.1,,27239.38,26094.95,28028.35,,,23961.79,24463.91,24384.57,,23540.83,23981.66,23829.42,,,,23644.64,27105.82,25996.39,,26017.75,48316.49,23560.77,,,19920.56,20613.86,20316.51,,19703.19,19445.71,19555.45,,,,23516.82,24908.13,21920.24,,25235.96,39682.37,22847.19,
2011-01-12,,26800.46,27558.33,27717.2,,27241.79,26111.44,28025.89,,,23946.17,24446.02,24383.4,,23533.16,23982.98,23816.85,,,,23631.86,27083.24,25979.53,,26003.45,48277.05,23540.96,,,19916.94,20599.09,20312.46,,19685.51,19434.47,19546.26,,,,23527.47,24921.48,21944.16,,25244.24,39709.67,22855.39,
2011-01-13,,26999.02,27746.71,27931.19,,27433.79,26301.62,28219.6,,,24068.18,24557.93,24509.31,,23657.18,24103.81,23935.66,,,,23709.97,27167.99,26059.52,,26071.31,48411.13,23611.47,,,19959.57,20645.14,20356.25,,19726.43,19468.92,19580.86,,,,23539.16,24959.92,21962.04,,25276.2,39734.17,22880.73,
2011-01-14,,26965.46,27731.52,27898.31,,27391.45,26292.28,28175.39,,,24086.37,24585.49,24519.42,,23654.64,24140.61,23943.81,,,,23734.57,27200.67,26109.68,,26100.62,48511.5,23637.96,,,19975.24,20662.05,20385.43,,19750.4,19488.35,19600.81,,,,23570.67,24973.03,22006.98,,25311.51,39750.23,22923.98,
2011-01-15,,26965.46,27731.52,27898.31,,27391.45,26292.28,28175.39,,,24086.37,24585.49,24519.42,,23654.64,24140.61,23943.81,,,,23734.57,27200.67,26109.68,,26100.62,48511.5,23637.96,,,19975.24,20662.05,20385.43,,19750.4,19488.35,19600.81,,,,23570.67,24973.03,22006.98,,25311.51,39750.23,22923.98,
2011-01-16,,26965.46,27731.52,27898.31,,27391.45,26292.28,28175.39,,,24086.37,24585.49,24519.42,,23654.64,24140.61,23943.81,,,,23734.57,27200.67,26109.68,,26100.62,48511.5,23637.96,,,19975.24,20662.05,20385.43,,19750.4,19488.35,19600.81,,,,23570.67,24973.03,22006.98,,25311.51,39750.23,22923.98,
2011-01-17,,27015.73,27773.62,27945.04,,27493.29,26340.91,28229.53,,,24110.47,24604.57,24542.73,,23719.67,24172.08,23967.34,,,,23744.47,27218.7,26117.07,,26151.9,48527.04,23640.43,,,19970.34,20661.44,20397.35,,19781.62,19497.88,19593.63,,,,23524.78,24951.57,22001.73,,25309.75,39675.64,22903.52,
2011-01-18,,26939.19,27699.71,27854.81,,27405.67,26258.3,28142.34,,,24050.86,24551.54,24471.48,,23654.92,24112.45,23909.31,,,,23707.86,27180.84,26063.53,,26124.24,48444.24,23605.95,,,19953.79,20646.21,20381.62,,19753.21,19476.5,19582.76,,,,23529.36,24958.05,22012.85,,25295.45,39664.97,22902.7,
2011-01-19,,26996.95,27756.25,27920.13,,27443.21,26313.75,28210.36,,,24095.38,24592.75,24529.78,,23684.55,24156.49,23959.07,,,,23741.08,27217.92,26114.17,,26140.79,48516.33,23640.59,,,19980.54,20665.37,20403.73,,19767.2,19498.81,19605.92,,,,23540.64,24976.28,22025.19,,25306.93,39680.56,22912.38,
2011-01-20,,26965.68,27729.44,27871.72,,27367.88,26298.12,28173.31,,,24090.04,24582.65,24510.53,,23641.82,24162.15,23947.13,,,,23739.44,27212.6,26108.96,,26125.43,48535.31,23634.5,,,19976.63,20661.33,20396.9,,19764.96,19506.15,19605.47,,,,23528.02,24947.99,21990.8,,25310.57,39688.48,22896.44,
2011-01-21,,26803.46,27566.91,27697.91,,27237.18,26139.04,28010.15,,,23977.35,24467.74,24392.28,,23575.47,24050.38,23837.93,,,,23667.56,27116.11,26018.56,,26060.16,48401.85,23558.79,,,19944.01,20617.19,20361.2,,19738.95,19488.29,19575.9,,,,23517.84,24923.21,21975.44,,25304.1,39695.87,22888.81,
2011-01-22,,26803.46,27566.91,27697.91,,27237.18,26139.04,28010.15,,,23977.35,24467.74,24392.28,,23575.47,24050.38,23837.93,,,,23667.56,27116.11,26018.56,,26060.16,48401.85,23558.79,,,19944.01,20617.19,20361.2,,19738.95,19488.29,19575.9,,,,23517.84,24923.21,21975.44,,25304.1,39695.87,22888.81,
2011-01-23,,26803.46,27566.91,27697.91,,27237.18,26139.04,28010.15,,,23977.35,24467.74,24392.28,,23575.47,24050.38,23837.93,,,,23667.56,27116.11,26018.56,,26060.16,48401.85,23558.79,,,19944.01,20617.19,20361.2,,19738.95,19488.29,19575.9,,,,23517.84,24923.21,21975.44,,25304.1,39695.87,22888.81,
2011-01-24,,26713.24,27462.32,27630.08,,27130.04,26037.81,27898.92,,,23930.36,24409.99,24360.0,,23516.84,24003.92,23781.66,,,,23647.73,27084.61,26001.13,,26040.25,48355.01,23532.01,,,19936.89,20618.62,20354.48,,19735.16,19478.91,19564.2,,,,23512.72,24939.82,21975.74,,25314.6,39722.52,22898.69,
2011-01-25,,26693.39,27448.22,27610.72,,27155.86,26034.44,27895.38,,,23911.5,24398.93,24342.48,,23529.94,23994.04,23781.06,,,,23641.02,27083.21,26004.46,,26061.65,48370.92,23544.47,,,19940.63,20626.43,20365.34,,19756.02,19495.36,19582.95,,,,23531.92,24951.24,21986.61,,25336.7,39748.37,22922.12,
2011-01-26,,26657.03,27409.35,27550.2,,27078.87,25990.3,27851.08,,,23884.55,24368.28,24295.0,,23472.58,23960.94,23743.43,,,,23629.04,27058.68,25966.45,,26013.89,48321.58,23519.66,,,19936.12,20616.53,20352.58,,19736.86,19482.04,19573.74,,,,23529.79,24946.46,21988.19,,25330.93,39749.0,22924.29,
2011-01-27,,26724.6,27477.69,27626.79,,27175.78,26068.66,27916.4,,,23923.87,24410.02,24339.4,,23536.76,24011.17,23783.19,,,,23656.01,27081.86,25997.14,,26067.22,48377.33,23545.35,,,19944.22,20623.12,20364.36,,19757.92,19489.42,19587.03,,,,23535.7,24947.11,21991.48,,25333.16,39765.16,22939.29,
2011-01-28,,26534.3,27291.29,27422.99,,26935.19,25878.35,27704.1,,,23777.31,24272.25,24181.39,,23347.91,23876.22,23628.16,,,,23548.23,26952.76,25873.45,,25915.5,48150.3,23429.5,,,19882.54,20559.58,20288.51,,19692.1,19423.91,19518.09,,,,23499.77,24912.55,21950.19,,25284.55,39708.99,22889.48,
2011-01-29,,26534.3,27291.29,27422.99,,26935.19,25878.35,27704.1,,,23777.31,24272.25,24181.39,,23347.91,23876.22,23628.16,,,,23548.23,26952.76,25873.45,,25915.5,48150.3,23429.5,,,19882.54,20559.58,20288.51,,19692.1,19423.91,19518.09,,,,23499.77,24912.55,21950.19,,25284.55,39708.99,22889.48,
2011-01-30,,26534.3,27291.29,27422.99,,26935.19,25878.35,27704.1,,,23777.31,24272.25,24181.39,,23347.91,23876.22,23628.16,,,,23548.23,26952.76,25873.45,,25915.5,48150.3,23429.5,,,19882.54,20559.58,20288.51,,19692.1,19423.91,19518.09,,,,23499.77,24912.55,21950.19,,25284.55,39708.99,22889.48,
2011-01-31,,26123.49,26889.99,26970.86,,26488.99,25497.41,27282.83,,,23514.42,24004.12,23884.27,,23050.66,23621.7,23339.52,,,,23360.26,26735.53,25647.19,,25730.09,47773.27,23228.31,,,19779.06,20450.37,20158.4,,19630.06,19332.31,19409.31,,,,23376.38,24805.53,21823.39,,25295.14,39590.36,22799.43,
2011-02-01,,26073.04,26836.36,26983.31,,26499.54,25430.37,27238.16,,,23466.47,23965.68,23876.44,,23038.42,23567.39,23319.5,,,,23334.21,26716.46,25633.44,,25712.34,47700.4,23215.23,,,19772.61,20445.67,20152.62,,19620.82,19315.28,19405.61,,,,23390.01,24808.8,21833.37,,25287.31,39593.22,22800.11,
2011-02-02,,26244.15,27007.01,27171.13,,26694.41,25591.52,27423.79,,,23567.76,24069.41,23985.74,,23159.08,23664.87,23430.75,,,,23401.58,26796.13,25714.76,,25737.15,47819.62,23289.78,,,19809.13,20488.46,20201.85,,19635.71,19337.41,19444.71,,,,23426.38,24842.78,21870.87,,25293.37,39610.3,22832.61,
2011-02-03,,26253.08,27027.66,27150.81,,26660.3,25598.82,27425.0,,,23569.31,24079.37,23972.02,,23126.27,23669.05,23430.83,,,,23401.01,26798.7,25710.79,,25717.83,47835.93,23289.46,,,19816.38,20498.32,20200.66,,19625.59,19345.14,19450.67,,,,23456.65,24838.72,21889.86,,25297.81,39646.45,22841.54,
2011-02-04,,26142.25,26920.8,27038.02,,26561.06,25490.51,27305.97,,,23468.38,23981.05,23867.67,,23035.62,23563.84,23325.23,,,,23327.83,26706.12,25628.88,,25627.14,47658.32,23211.71,,,19795.67,20470.56,20175.0,,19590.88,19316.58,19421.39,,,,23472.36,24841.02,21897.91,,25281.67,39669.88,22847.62,
2011-02-05,,26142.25,26920.8,27038.02,,26561.06,25490.51,27305.97,,,23468.38,23981.05,23867.67,,23035.62,23563.84,23325.23,,,,23327.83,26706.12,25628.88,,25627.14,47658.32,23211.71,,,19795.67,20470.56,20175.0,,19590.88,19316.58,19421.39,,,,23472.36,24841.02,21897.91,,25281.67,39669.88,22847.62,
2011-02-06,,26142.25,26920.8,27038.02,,26561.06,25490.51,27305.97,,,23468.38,23981.05,23867.67,,23035.62,23563.84,23325.23,,,,23327.83,26706.12,25628.88,,25627.14,47658.32,23211.71,,,19795.67,20470.56,20175.0,,19590.88,19316.58,19421.39,,,,23472.36,24841.02,21897.91,,25281.67,39669.88,22847.62,
2011-02-07,,26038.83,26817.3,26945.84,,26467.07,25407.87,27198.2,,,23403.18,23915.09,23802.86,,22971.68,23511.78,23252.62,,,,23280.94,26655.06,25582.86,,25582.74,47567.77,23157.48,,,19773.84,20445.39,20157.24,,19575.34,19292.48,19395.65,,,,23490.76,24874.39,21905.14,,25292.63,39683.33,22850.33,
2011-02-08,,26054.31,26822.6,26977.79,,26494.52,25409.88,27215.32,,,23424.84,23929.49,23838.56,,22998.57,23527.91,23276.36,,,,23317.12,26689.86,25627.78,,25626.28,47624.31,23198.41,,,19799.91,20474.73,20184.03,,19594.91,19313.56,19420.3,,,,23492.13,24876.18,21911.4,,25304.17,39699.1,22860.43,
2011-02-09,,26037.89,26801.78,26962.15,,26450.53,25384.36,27201.41,,,23396.99,23903.64,23813.13,,22948.89,23496.34,23251.89,,,,23298.38,26670.21,25611.84,,25587.81,47582.04,23183.09,,,19801.7,20477.52,20183.17,,19586.91,19313.73,19424.33,,,,23502.28,24881.75,21911.23,,25298.98,39710.93,22870.09,
2011-02-10,,25711.64,26483.04,26618.62,,26057.54,25074.75,26856.17,,,23167.42,23680.45,23570.77,,22676.89,23273.54,23019.18,,,,23152.22,26496.49,25446.77,,25401.69,47297.81,23031.01,,,19741.12,20414.55,20115.66,,19520.56,19256.37,19360.71,,,,23494.03,24873.82,21907.96,,25294.91,39705.14,22865.93,
2011-02-11,,25461.14,26222.87,26393.85,,25829.97,24809.79,26597.58,,,22995.3,23510.28,23423.62,,22516.22,23100.16,22854.78,,,,23028.98,26360.64,25316.43,,25313.47,47056.65,22912.3,,,19684.53,20360.12,20061.37,,19471.78,19200.99,19304.05,,,,23487.08,24867.59,21917.28,,25273.93,39707.69,22864.93,
2011-02-12,,25461.14,26222.87,26393.85,,25829.97,24809.79,26597.58,,,22995.3,23510.28,23423.62,,22516.22,23100.16,22854.78,,,,23028.98,26360.64,25316.43,,25313.47,47056.65,22912.3,,,19684.53,20360.12,20061.37,,19471.78,19200.99,19304.05,,,,23487.08,24867.59,21917.28,,25273.93,39707.69,22864.93,
2011-02-13,,25461.14,26222.87,26393.85,,25829.97,24809.79,26597.58,,,22995.3,23510.28,23423.62,,22516.22,23100.16,22854.78,,,,23028.98,26360.64,25316.43,,25313.47,47056.65,22912.3,,,19684.53,20360.12,20061.37,,19471.78,19200.99,19304.05,,,,23487.08,24867.59,21917.28,,25273.93,39707.69,22864.93,
2011-02-14,,25536.7,26305.89,26506.03,,25962.5,24896.6,26705.19,,,23074.25,23589.64,23515.71,,22621.79,23172.38,22945.25,,,,23080.17,26434.88,25377.3,,25411.0,47151.85,22973.89,,,19698.37,20383.51,20092.48,,19510.41,19220.1,19330.88,,,,23517.59,24890.87,21929.88,,25322.14,39735.6,22890.69,
2011-02-15,,25655.51,26445.19,26608.09,,26055.86,25015.23,26834.66,,,23173.68,23702.04,23603.49,,22717.78,23270.03,23039.87,,,,23137.6,26500.52,25451.86,,25471.62,47261.18,23028.29,,,19721.99,20400.04,20111.05,,19532.16,19229.88,19351.51,,,,23532.59,24899.33,21964.61,,25349.7,39729.88,22891.84,
2011-02-16,,25677.89,26474.25,26640.52,,26075.84,25046.43,26861.15,,,23192.32,23723.08,23631.94,,22735.66,23295.82,23061.48,,,,23150.98,26518.54,25466.74,,25501.61,47303.16,23046.72,,,19733.04,20410.27,20120.23,,19549.48,19241.55,19359.45,,,,23538.25,24882.3,21961.25,,25346.13,39726.31,22888.62,
2011-02-17,,25798.32,26593.13,26771.49,,26199.6,25165.71,26994.6,,,23256.22,23790.88,23707.72,,22809.07,23358.93,23137.18,,,,23184.57,26562.25,25505.72,,25548.92,47383.86,23090.28,,,19757.01,20443.49,20151.44,,19579.88,19274.75,19388.59,,,,23552.5,24903.94,21965.56,,25364.92,39773.35,22918.06,
2011-02-18,,25792.92,26589.85,26751.57,,26159.24,25154.43,26981.85,,,23237.07,23771.27,23678.27,,22764.69,23333.95,23110.47,,,,23169.4,26552.1,25487.11,,25529.03,47337.69,23076.03,,,19748.2,20448.91,20153.25,,19580.28,19266.81,19388.23,,,,23596.59,24957.65,21984.71,,25378.32,39828.06,22955.7,
2011-02-19,,25792.92,26589.85,26751.57,,26159.24,25154.43,26981.85,,,23237.07,23771.27,23678.27,,22764.69,23333.95,23110.47,,,,23169.4,26552.1,25487.11,,25529.03,47337.69,23076.03,,,19748.2,20448.91,20153.25,,19580.28,19266.81,19388.23,,,,23596.59,24957.65,21984.71,,25378.32,39828.06,22955.7,
2011-02-20,,25792.92,26589.85,26751.57,,26159.24,25154.43,26981.85,,,23237.07,23771.27,23678.27,,22764.69,23333.95,23110.47,,,,23169.4,26552.1,25487.11,,25529.03,47337.69,23076.03,,,19748.2,20448.91,20153.25,,19580.28,19266.81,19388.23,,,,23596.59,24957.65,21984.71,,25378.32,39828.06,22955.7,
2011-02-21,,25718.55,26511.62,26677.61,,26053.7,25096.65,26905.79,,,23170.4,23705.33,23610.19,,22688.26,23279.07,23044.54,,,,23118.75,26498.23,25437.57,,25463.04,47238.4,23025.87,,,19736.92,20429.26,20130.62,,19554.71,19237.53,19369.65,,,,23610.39,24970.51,22004.58,,25368.28,39846.91,22970.51,
2011-02-22,,25679.45,26474.67,26628.41,,26026.29,25052.05,26850.76,,,23140.77,23681.32,23576.16,,22668.29,23251.02,23005.6,,,,23101.41,26480.11,25420.17,,25458.46,47201.93,23001.13,,,19726.43,20427.45,20143.29,,19564.8,19233.71,19361.95,,,,23644.23,25022.68,22072.42,,25393.56,39879.19,23009.91,
2011-02-23,,25371.95,26174.35,26306.73,,25676.22,24751.67,26531.21,,,22960.53,23502.75,23399.14,,22462.27,23071.66,22811.09,,,,22999.69,26366.27,25307.84,,25312.4,47008.41,22887.62,,,19684.17,20390.76,20104.41,,19522.54,19206.54,19315.93,,,,23639.42,25034.85,22076.55,,25394.82,39892.94,23006.63,
2011-02-24,,25270.59,26052.46,26217.09,,25603.57,24653.23,26423.89,,,22876.93,23418.6,23319.68,,22400.69,22991.7,22742.3,,,,22942.84,26298.09,25249.1,,25256.28,46905.48,22839.62,,,19667.74,20370.95,20079.44,,19512.84,19194.62,19302.65,,,,23628.76,25025.79,22065.06,,25386.86,39901.13,23001.39,
2011-02-25,,25272.96,26066.99,26232.15,,25614.42,24664.71,26445.77,,,22875.54,23418.94,23327.18,,22407.7,22978.16,22751.13,,,,22949.64,26303.26,25256.3,,25258.33,46907.92,22849.37,,,19687.9,20391.0,20099.96,,19519.58,19210.95,19322.68,,,,23641.53,25037.78,22084.1,,25385.49,39923.59,23012.86,
2011-02-26,,25272.96,26066.99,26232.15,,25614.42,24664.71,26445.77,,,22875.54,23418.94,23327.18,,22407.7,22978.16,22751.13,,,,22949.64,26303.26,25256.3,,25258.33,46907.92,22849.37,,,19687.9,20391.0,20099.96,,19519.58,19210.95,19322.68,,,,23641.53,25037.78,22084.1,,25385.49,39923.59,23012.86,
2011-02-27,,25272.96,26066.99,26232.15,,25614.42,24664.71,26445.77,,,22875.54,23418.94,23327.18,,22407.7,22978.16,22751.13,,,,22949.64,26303.26,25256.3,,25258.33,46907.92,22849.37,,,19687.9,20391.0,20099.96,,19519.58,19210.95,19322.68,,,,23641.53,25037.78,22084.1,,25385.49,39923.59,23012.86,
2011-02-28,,25455.49,26254.88,26439.33,,25839.83,24833.8,26643.37,,,23031.08,23571.96,23498.2,,22586.83,23126.2,22904.55,,,,23079.21,26454.15,25408.36,,25397.07,47145.44,22979.83,,,19770.9,20491.04,20202.07,,19618.91,19275.56,19407.83,,,,23784.65,25189.4,22218.45,,25516.31,40103.86,23141.46,
2011-03-01,,25641.87,26443.0,26627.65,,26012.63,25023.2,26839.23,,,23177.93,23710.67,23639.61,,22719.76,23272.8,23046.29,,,,23189.88,26572.23,25525.17,,25480.01,47360.6,23088.26,,,19824.98,20544.81,20259.09,,19674.58,19327.15,19458.21,,,,23799.12,25192.13,22224.82,,25534.07,40113.98,23153.73,
2011-03-02,,25622.04,26433.25,26592.42,,25946.12,25018.22,26808.25,,,23183.77,23739.84,23643.18,,22677.79,23292.99,23049.1,,,,23209.89,26610.26,25558.18,,25515.52,47426.93,23106.19,,,19839.88,20570.81,20299.03,,19660.65,19354.82,19480.0,,,,23833.91,25267.93,22285.3,,25543.27,40207.63,23207.25,
2011-03-03,,25660.21,26461.24,26660.51,,26052.77,25054.22,26848.54,,,23205.42,23745.62,23678.12,,22728.26,23300.24,23070.14,,,,23231.75,26631.05,25599.02,,25559.37,47456.68,23127.1,,,19860.77,20598.92,20337.56,,19685.16,19373.5,19499.28,,,,23896.74,25339.35,22359.77,,25569.7,40260.72,23253.35,
2011-03-04,,25856.62,26661.79,26857.94,,26290.33,25256.67,27051.47,,,23333.86,23871.83,23800.51,,22857.12,23438.96,23196.36,,,,23322.0,26722.75,25690.98,,25674.39,47634.98,23206.98,,,19898.17,20619.01,20359.63,,19723.79,19403.58,19527.05,,,,23918.0,25324.36,22351.73,,25584.89,40265.86,23252.12,
2011-03-05,,25856.62,26661.79,26857.94,,26290.33,25256.67,27051.47,,,23333.86,23871.83,23800.51,,22857.12,23438.96,23196.36,,,,23322.0,26722.75,25690.98,,25674.39,47634.98,23206.98,,,19898.17,20619.01,20359.63,,19723.79,19403.58,19527.05,,,,23918.0,25324.36,22351.73,,25584.89,40265.86,23252.12,
2011-03-06,,25856.62,26661.79,26857.94,,26290.33,25256.67,27051.47,,,23333.86,23871.83,23800.51,,22857.12,23438.96,23196.36,,,,23322.0,26722.75,25690.98,,25674.39,47634.98,23206.98,,,19898.17,20619.01,20359.63,,19723.79,19403.58,19527.05,,,,23918.0,25324.36,22351.73,,25584.89,40265.86,23252.12,
2011-03-07,,25934.03,26749.01,26919.32,,26330.95,25352.41,27130.59,,,23407.24,23951.95,23863.56,,22939.48,23527.04,23272.22,,,,23377.48,26792.69,25742.93,,25727.31,47781.28,23264.93,,,19922.43,20642.14,20374.22,,19745.61,19437.71,19555.85,,,,23919.52,25335.73,22361.06,,25568.65,40285.32,23259.25,
2011-03-08,,25816.97,26628.44,26803.73,,26187.07,25241.15,27014.94,,,23331.56,23872.6,23791.37,,22839.73,23456.33,23198.88,,,,23330.39,26722.29,25684.24,,25657.91,47696.91,23223.74,,,19905.28,20620.1,20354.61,,19727.85,19422.47,19545.76,,,,23898.95,25291.98,22338.69,,25563.06,40279.27,23263.11,
2011-03-09,,25955.15,26772.59,26950.84,,26379.96,25376.41,27155.36,,,23424.3,23962.22,23874.8,,22962.75,23540.9,23285.15,,,,23389.0,26787.36,25736.23,,25732.35,47803.66,23275.07,,,19943.93,20659.36,20381.1,,19773.68,19454.04,19576.63,,,,23922.99,25308.56,22347.0,,25584.29,40305.71,23275.15,
2011-03-10,,25943.45,26756.33,26946.51,,26367.06,25361.3,27140.76,,,23411.23,23948.61,23866.23,,22933.3,23525.5,23271.4,,,,23383.66,26776.57,25739.96,,25703.79,47770.97,23264.19,,,19945.21,20664.04,20402.07,,19763.46,19450.04,19574.73,,,,23937.94,25335.3,22372.8,,25586.81,40313.35,23291.75,
2011-03-11,,25764.51,26586.46,26764.43,,26168.46,25187.29,26959.42,,,23301.84,23853.07,23770.53,,22801.6,23423.98,23162.05,,,,23316.85,26715.56,25686.35,,25630.25,47682.16,23200.47,,,19926.9,20640.21,20384.56,,19740.5,19455.12,19556.74,,,,23914.92,25342.13,22372.13,,25571.82,40323.58,23283.12,
2011-03-12,,25764.51,26586.46,26764.43,,26168.46,25187.29,26959.42,,,23301.84,23853.07,23770.53,,22801.6,23423.98,23162.05,,,,23316.85,26715.56,25686.35,,25630.25,47682.16,23200.47,,,19926.9,20640.21,20384.56,,19740.5,19455.12,19556.74,,,,23914.92,25342.13,22372.13,,25571.82,40323.58,23283.12,
2011-03-13,,25764.51,26586.46,26764.43,,26168.46,25187.29,26959.42,,,23301.84,23853.07,23770.53,,22801.6,23423.98,23162.05,,,,23316.85,26715.56,25686.35,,25630.25,47682.16,23200.47,,,19926.9,20640.21,20384.56,,19740.5,19455.12,19556.74,,,,23914.92,25342.13,22372.13,,25571.82,40323.58,23283.12,
